Lake township                        | Benzie         |        759
Dwight township                      | Huron          |        758
Fairfield township                   | Shiawassee     |        755
Utica city                           | Macomb         |       4757
White Pigeon township                | St. Joseph     |       3753
Argyle township                      | Sanilac        |        759
Ingersoll township                   | Midland        |       2751
Greendale township                   | Midland        |       1751
Cedar Creek township                 | Wexford        |       1755
Bear Lake township                   | Manistee       |       1751
Swartz Creek city                    | Genesee        |       5758
Nottawa township                     | St. Joseph     |       3858
Waterloo township                    | Jackson        |       2856
Leslie city                          | Ingham         |       1851
Mason township                       | Arenac         |        851
Muskegon Heights city                | Muskegon       |      10856
Posen township                       | Presque Isle   |        850
Carmel township                      | Eaton          |       2855
Hart township                        | Oceana         |       1853
Bingham township                     | Clinton        |       2859
Comstock charter township            | Kalamazoo      |      14854
Delaware township                    | Sanilac        |        856
Williamston city                     | Ingham         |       3854
Lake township                        | Huron          |        855
Wakefield city                       | Gogebic        |       1851
Bainbridge township                  | Berrien        |       2850
Bridgehampton township               | Sanilac        |        854
Breitung charter township            | Dickinson      |       5853
Evergreen township                   | Montcalm       |       2858
Glen Arbor township                  | Leelanau       |        859
Trenton city                         | Wayne          |      18853
Crystal Lake township                | Benzie         |        957
Ely township                         | Marquette      |       1952
Mayfield township                    | Lapeer         |       7955
Otsego city                          | Allegan        |       3956
Eureka township                      | Montcalm       |       3959
Hersey township                      | Osceola        |       1950
Marysville city                      | St. Clair      |       9959
Yale city                            | St. Clair      |       1955
Cleon township                       | Manistee       |        957
Emerson township                     | Gratiot        |        952
Excelsior township                   | Kalkaska       |        953
Frankenmuth township                 | Saginaw        |       1959
Plainfield charter township          | Kent           |      30952
Au Gres township                     | Arenac         |        953
Clare city                           | Isabella       |         47
Grand Island township                | Alger          |         47
Dexter township                      | Washtenaw      |       6042
Paw Paw township                     | Van Buren      |       7041
Southgate city                       | Wayne          |      30047
Forest township                      | Cheboygan      |       1045
Frost township                       | Clare          |       1047
Woodland township                    | Barry          |       2047
London township                      | Monroe         |       3048
Nunda township                       | Cheboygan      |       1042
Camden township                      | Hillsdale      |       2047
California township                  | Branch         |       1040
Leland township                      | Leelanau       |       2043
Greenwood township                   | Clare          |       1041
Sherman township                     | Gladwin        |       1043
Sherman township                     | Osceola        |       1042
Thetford township                    | Genesee        |       7049
Indianfields township                | Tuscola        |       6048
Grand Rapids city                    | Kent           |     188040
Au Sable charter township            | Iosco          |       2047
Sault Ste. Marie city                | Chippewa       |      14144
Petersburg city                      | Monroe         |       1146
Garfield township                    | Mackinac       |       1146
Gore township                        | Huron          |        144
Springvale township                  | Emmet          |       2141
Rapid River township                 | Kalkaska       |       1145
Soo township                         | Chippewa       |       3141
Bangor township                      | Van Buren      |       2147
Denver township                      | Isabella       |       1148
Lincoln Park city                    | Wayne          |      38144
Mentor township                      | Oscoda         |       1143
Bridgeton township                   | Newaygo        |       2141
Gaines charter township              | Kent           |      25146
Wright township                      | Ottawa         |       3147
Deep River township                  | Arenac         |       2149
Richland township                    | Saginaw        |       4144
Ada township                         | Kent           |      13142
Dearborn city                        | Wayne          |      98146
Stambaugh township                   | Iron           |       1140
Metamora township                    | Lapeer         |       4249
Putnam township                      | Livingston     |       8248
Marine City city                     | St. Clair      |       4248
Northfield township                  | Washtenaw      |       8245
Port Sheldon township                | Ottawa         |       4240
Florence township                    | St. Joseph     |       1242
Mansfield township                   | Iron           |        241
Coleman city                         | Midland        |       1243
Holland township                     | Missaukee      |        248
Wales township                       | St. Clair      |       3248
Faithorn township                    | Menominee      |        243
Sweetwater township                  | Lake           |        245
Fabius township                      | St. Joseph     |       3248
Brady township                       | Kalamazoo      |       4248
Chandler township                    | Charlevoix     |        248
Battle Creek city                    | Calhoun        |      52347
Harrisville township                 | Alcona         |       1348
Maple River township                 | Emmet          |       1348
Bronson city                         | Branch         |       2349
Bronson township                     | Branch         |       1349
Hamlin township                      | Eaton          |       3343
Pulawski township                    | Presque Isle   |        343
Frederic township                    | Crawford       |       1341
Michigamme township                  | Marquette      |        349
Gaastra city                         | Iron           |        347
Eastpointe city                      | Macomb         |      32442
Durand city                          | Shiawassee     |       3446
Merritt township                     | Bay            |       1441
Croswell city                        | Sanilac        |       2447
Salem township                       | Allegan        |       4446
Sullivan township                    | Muskegon       |       2441
Brighton city                        | Livingston     |       7444
Clinton township                     | Oscoda         |        441
Clearwater township                  | Kalkaska       |       2444
Sherman township                     | Iosco          |        448
McKinley township                    | Huron          |        445
Fruitland township                   | Muskegon       |       5543
Southfield township                  | Oakland        |      14547
Ontwa township                       | Cass           |       6549
Goodwell township                    | Newaygo        |        547
Lyon charter township                | Oakland        |      14545
Conway township                      | Livingston     |       3546
Minden township                      | Sanilac        |        545
Home township                        | Montcalm       |       2542
Sumpter township                     | Wayne          |       9549
Weldon township                      | Benzie         |        542
Jefferson township                   | Cass           |       2541
Ridgeway township                    | Lenawee        |       1542
Grant township                       | Iosco          |       1546
Gaylord city                         | Otsego         |       3645
Flushing charter township            | Genesee        |      10640
Arthur township                      | Clare          |        647
North Branch township                | Lapeer         |       3645
Bangor charter township              | Bay            |      14641
Almira township                      | Benzie         |       3645
Tekonsha township                    | Calhoun        |       1645
Clio city                            | Genesee        |       2646
Avery township                       | Montmorency    |        646
Raber township                       | Chippewa       |        647
Charlevoix township                  | Charlevoix     |       1645
Crystal Falls township               | Iron           |       1743
Tawas township                       | Iosco          |       1744
Ensign township                      | Delta          |        748
Corwith township                     | Otsego         |       1748
Farmington Hills city                | Oakland        |      79740
Garfield township                    | Bay            |       1743
Brown township                       | Manistee       |        747
Benton charter township              | Berrien        |      14749
Fenton city                          | Genesee        |      11746
Hume township                        | Huron          |        749
Gilford township                     | Tuscola        |        741
Golden township                      | Oceana         |       1742
Orleans township                     | Ionia          |       2743
Augusta charter township             | Washtenaw      |       6745
Chester township                     | Eaton          |       1747
Dayton township                      | Tuscola        |       1848
Roxand township                      | Eaton          |       1848
Kawkawlin township                   | Bay            |       4848
Foster township                      | Ogemaw         |        843
Muskegon charter township            | Muskegon       |      17840
Otsego Lake township                 | Otsego         |       2847
Norway city                          | Dickinson      |       2845
Lapeer city                          | Lapeer         |       8841
Broomfield township                  | Isabella       |       1849
Bentley township                     | Gladwin        |        844
Colfax township                      | Wexford        |        840
Kalamo township                      | Eaton          |       1842
Shiawassee township                  | Shiawassee     |       2840
Saginaw charter township             | Saginaw        |      40840
Middle Branch township               | Osceola        |        843
Grant township                       | Cheboygan      |        846
L'Anse township                      | Baraga         |       3843
Dayton township                      | Newaygo        |       1949
Lowell charter township              | Kent           |       5949
Livonia city                         | Wayne          |      96942
Saugatuck township                   | Allegan        |       2944
Hastings charter township            | Barry          |       2948
Mason township                       | Cass           |       2945
Burlington township                  | Calhoun        |       1941
Springfield charter township         | Oakland        |      13940
Maple Valley township                | Montcalm       |       1944
Aloha township                       | Cheboygan      |        949
Lincoln township                     | Arenac         |        942
Pine Grove township                  | Van Buren      |       2949
Allis township                       | Presque Isle   |        948
Coldwater city                       | Branch         |      10945
Mikado township                      | Alcona         |        947
Chelsea city                         | Washtenaw      |       4944
Frankenmuth city                     | Saginaw        |       4944
Tuscarora township                   | Cheboygan      |       3038
Adrian township                      | Lenawee        |       6035
Birch Run township                   | Saginaw        |       6033
Benton Harbor city                   | Berrien        |      10038
Jamestown charter township           | Ottawa         |       7034
Calvin township                      | Cass           |       2037
Hillsdale township                   | Hillsdale      |       2033
Holland city                         | Ottawa         |      26035
Cleveland township                   | Leelanau       |       1031
Plymouth city                        | Wayne          |       9132
Taylor city                          | Wayne          |      63131
Cascade charter township             | Kent           |      17134
Custer township                      | Antrim         |       1136
Washington township                  | Macomb         |      25139
West Branch city                     | Ogemaw         |       2139
Adrian city                          | Lenawee        |      21133
Larkin charter township              | Midland        |       5136
Grosse Pointe Woods city             | Wayne          |      16135
Kingsford city                       | Dickinson      |       5133
Elmer township                       | Oscoda         |       1138
Grim township                        | Gladwin        |        136
Chase township                       | Lake           |       1137
Clarendon township                   | Calhoun        |       1139
Au Train township                    | Alger          |       1138
Royal Oak city                       | Oakland        |      57236
Douglas city                         | Allegan        |       1232
Curtis township                      | Alcona         |       1236
Harper Woods city                    | Wayne          |      14236
Northville city                      | Oakland        |       3231
Hope township                        | Barry          |       3239
Duncan township                      | Houghton       |        236
Huntington Woods city                | Oakland        |       6238
Seneca township                      | Lenawee        |       1230
Winfield township                    | Montcalm       |       2235
Home township                        | Newaygo        |        232
Wells township                       | Marquette      |        231
Mueller township                     | Schoolcraft    |        234
Orange township                      | Kalkaska       |       1233
Sauble township                      | Lake           |        333
Batavia township                     | Branch         |       1339
Interior township                    | Ontonagon      |        336
Burdell township                     | Osceola        |       1331
Alpine township                      | Kent           |      13336
Superior township                    | Chippewa       |       1337
Ironwood charter township            | Gogebic        |       2333
Cannon township                      | Kent           |      13336
Hematite township                    | Iron           |        338
Caledonia township                   | Kent           |      12332
Ellington township                   | Tuscola        |       1332
Holmes township                      | Menominee      |        335
White River township                 | Muskegon       |       1335
Backus township                      | Roscommon      |        330
St. Charles township                 | Saginaw        |       3330
Bethel township                      | Branch         |       1434
Mottville township                   | St. Joseph     |       1436
Ypsilanti city                       | Washtenaw      |      19435
Dorr township                        | Allegan        |       7439
Huron township                       | Huron          |        437
Benona township                      | Oceana         |       1437
Luna Pier city                       | Monroe         |       1436
Peninsula township                   | Grand Traverse |       5433
Pinconning township                  | Bay            |       2431
Sanilac township                     | Sanilac        |       2431
Limestone township                   | Alger          |        438
Flint city                           | Genesee        |     102434
Vevay township                       | Ingham         |       3537
Garfield township                    | Newaygo        |       2537
Leroy township                       | Ingham         |       3530
Marcellus township                   | Cass           |       2539
Bloomfield township                  | Missaukee      |        531
Brookfield township                  | Eaton          |       1537
Ganges township                      | Allegan        |       2530
Cambria township                     | Hillsdale      |       2533
Walker city                          | Kent           |      23537
Greenwood township                   | St. Clair      |       1538
Jackson city                         | Jackson        |      33534
Mackinaw township                    | Cheboygan      |        539
Amber township                       | Mason          |       2535
Boardman township                    | Kalkaska       |       1530
Newberg township                     | Cass           |       1632
Newkirk township                     | Lake           |        632
Ensley township                      | Newaygo        |       2635
Convis township                      | Calhoun        |       1636
Hancock city                         | Houghton       |       4634
Holland charter township             | Ottawa         |      35636
Elk Rapids township                  | Antrim         |       2631
Wheatfield township                  | Ingham         |       1632
Arcadia township                     | Manistee       |        639
Boyne City city                      | Charlevoix     |       3735
Ray township                         | Macomb         |       3739
Inwood township                      | Schoolcraft    |        733
Southfield city                      | Oakland        |      71739
Cato township                        | Montcalm       |       2735
Watervliet city                      | Berrien        |       1735
Masonville township                  | Delta          |       1734
Northville city                      | Wayne          |       2739
Tyrone township                      | Kent           |       4731
Lansing city                         | Eaton          |       4734
Monitor charter township             | Bay            |      10735
Monroe city                          | Monroe         |      20733
Cambridge township                   | Lenawee        |       5733
Milford charter township             | Oakland        |      15736
Olive township                       | Ottawa         |       4735
Whitehall township                   | Muskegon       |       1739
Richfield township                   | Genesee        |       8730
Richfield township                   | Roscommon      |       3731
Richmond city                        | Macomb         |       5733
Rubicon township                     | Huron          |        732
Beaver Creek township                | Crawford       |       1736
Sharon township                      | Washtenaw      |       1737
Crystal township                     | Oceana         |        838
Dover township                       | Lenawee        |       1834
Watertown charter township           | Clinton        |       4836
Roosevelt Park city                  | Muskegon       |       3831
Pine township                        | Montcalm       |       1834
Windsor charter township             | Eaton          |       6838
Sylvan township                      | Washtenaw      |       2833
Lake City city                       | Missaukee      |        836
Fairplain township                   | Montcalm       |       1836
Sciota township                      | Shiawassee     |       1833
Schoolcraft township                 | Houghton       |       1839
Keene township                       | Ionia          |       1831
Bay City city                        | Bay            |      34932
Hatton township                      | Clare          |        933
Ann Arbor city                       | Washtenaw      |     113934
Ransom township                      | Hillsdale      |        932
Sumner township                      | Gratiot        |       1930
Colfax township                      | Mecosta        |       1933
Mills township                       | Midland        |       1939
Leighton township                    | Allegan        |       4934
Algoma township                      | Kent           |       9932
Higgins township                     | Roscommon      |       1932
Ingallston township                  | Menominee      |        935
Oceola township                      | Livingston     |      11936
Sheridan township                    | Calhoun        |       1936
Weesaw township                      | Berrien        |       1936
Sodus township                       | Berrien        |       1932
Gladwin city                         | Gladwin        |       2933
St. Ignace township                  | Mackinac       |        939
Tyrone township                      | Livingston     |      10020
Brockway township                    | St. Clair      |       2022
Iron River city                      | Iron           |       3029
Iron River township                  | Iron           |       1027
James township                       | Saginaw        |       2023
Coloma charter township              | Berrien        |       5020
Riley township                       | Clinton        |       2024
Wilson township                      | Alpena         |       2029
Lakefield township                   | Saginaw        |       1029
Pokagon township                     | Cass           |       2029
Leelanau township                    | Leelanau       |       2027
St. Joseph charter township          | Berrien        |      10028
Bay township                         | Charlevoix     |       1122
Bruce township                       | Chippewa       |       2128
Hart city                            | Oceana         |       2126
Wyoming city                         | Kent           |      72125
Hinton township                      | Mecosta        |       1126
Lansing charter township             | Ingham         |       8126
Imlay township                       | Lapeer         |       3128
Greenwood township                   | Oscoda         |       1121
Reeder township                      | Missaukee      |       1128
Bad Axe city                         | Huron          |       3129
Albion township                      | Calhoun        |       1123
Novi city                            | Oakland        |      55224
Pavilion township                    | Kalamazoo      |       6222
Morenci city                         | Lenawee        |       2220
Portage charter township             | Houghton       |       3221
Maple Valley township                | Sanilac        |       1221
Croton township                      | Newaygo        |       3228
Lynn township                        | St. Clair      |       1229
Manistee city                        | Manistee       |       6226
Montrose charter township            | Genesee        |       6224
Sand Beach township                  | Huron          |       1221
Green township                       | Alpena         |       1228
Ogemaw township                      | Ogemaw         |       1223
Rockland township                    | Ontonagon      |        228
Fayette township                     | Hillsdale      |       3326
Erwin township                       | Gogebic        |        326
New Haven township                   | Shiawassee     |       1329
South Lyon city                      | Oakland        |      11327
Watertown township                   | Sanilac        |       1320
Perry township                       | Shiawassee     |       4327
Woodbridge township                  | Hillsdale      |       1325
Monroe township                      | Newaygo        |        320
Colon township                       | St. Joseph     |       3329
Filer charter township               | Manistee       |       2325
Walker township                      | Cheboygan      |        327
Ovid township                        | Branch         |       2326
Onekama township                     | Manistee       |       1329
Branch township                      | Mason          |       1328
DeWitt charter township              | Clinton        |      14321
Hazel Park city                      | Oakland        |      16422
Newton township                      | Mackinac       |        427
Gourley township                     | Menominee      |        420
Ferris township                      | Montcalm       |       1422
Port Austin township                 | Huron          |       1424
Grosse Pointe city                   | Wayne          |       5421
Columbia township                    | Jackson        |       7420
Polkton charter township             | Ottawa         |       2423
Freedom township                     | Washtenaw      |       1428
Frenchtown township                  | Monroe         |      20428
Reed City city                       | Osceola        |       2425
Plymouth charter township            | Wayne          |      27524
Taymouth township                    | Saginaw        |       4520
Livingston township                  | Otsego         |       2525
Aurelius township                    | Ingham         |       3525
Burt township                        | Alger          |        522
North Allis township                 | Presque Isle   |        521
Springfield township                 | Kalkaska       |       1523
Fulton township                      | Gratiot        |       2521
Elk township                         | Sanilac        |       1526
Elkland township                     | Tuscola        |       3528
Oxford charter township              | Oakland        |      20526
Pleasant Ridge city                  | Oakland        |       2526
Hadley township                      | Lapeer         |       4528
Redding township                     | Clare          |        526
Buchanan township                    | Berrien        |       3523
Tecumseh city                        | Lenawee        |       8521
Albert township                      | Montmorency    |       2526
Noble township                       | Branch         |        520
Doyle township                       | Schoolcraft    |        624
Lovells township                     | Crawford       |        626
West Branch township                 | Marquette      |       1623
Martin township                      | Allegan        |       2629
Martiny township                     | Mecosta        |       1625
Brownstown charter township          | Wayne          |      30627
Iron Mountain city                   | Dickinson      |       7624
Somerset township                    | Hillsdale      |       4623
Salem township                       | Washtenaw      |       5627
Bliss township                       | Emmet          |        620
Fredonia township                    | Calhoun        |       1626
Madison charter township             | Lenawee        |       8621
Rich township                        | Lapeer         |       1623
Grattan township                     | Kent           |       3621
Haynes township                      | Alcona         |        722
Tittabawassee township               | Saginaw        |       9726
Carp Lake township                   | Ontonagon      |        722
Forest Home township                 | Antrim         |       1720
Marenisco township                   | Gogebic        |       1727
Norwood township                     | Charlevoix     |        723
Parma township                       | Jackson        |       2726
Benzonia township                    | Benzie         |       2727
Concord township                     | Jackson        |       2723
Lyndon township                      | Washtenaw      |       2720
Kalkaska township                    | Kalkaska       |       4722
Sylvan Lake city                     | Oakland        |       1720
Wilber township                      | Iosco          |        729
Decatur township                     | Van Buren      |       3726
Sebewaing township                   | Huron          |       2724
Meade township                       | Huron          |        720
Tawas City city                      | Iosco          |       1827
Otto township                        | Oceana         |        826
Casco township                       | Allegan        |       2823
Stronach township                    | Manistee       |        821
Goodland township                    | Lapeer         |       1828
Owosso charter township              | Shiawassee     |       4821
Genoa township                       | Livingston     |      19821
Lincoln township                     | Clare          |       1824
Van Buren charter township           | Wayne          |      28821
Hamilton township                    | Clare          |       1829
Memphis city                         | Macomb         |        823
Gilmore township                     | Benzie         |        821
Gaines township                      | Genesee        |       6820
Big Creek township                   | Oscoda         |       2827
Rogers City city                     | Presque Isle   |       2827
Free Soil township                   | Mason          |        822
Pleasantview township                | Emmet          |        823
Gobles city                          | Van Buren      |        829
Clawson city                         | Oakland        |      11825
Franklin township                    | Clare          |        825
Grayling charter township            | Crawford       |       5827
Skandia township                     | Marquette      |        826
Saugatuck city                       | Allegan        |        925
Bates township                       | Iron           |        921
Horton township                      | Ogemaw         |        927
Marion township                      | Saginaw        |        923
Denver township                      | Newaygo        |       1928
Summit township                      | Mason          |        924
Village of Grosse Pointe Shores city | Wayne          |       2929
Flint charter township               | Genesee        |      31929
Union charter township               | Isabella       |      12927
Evergreen township                   | Sanilac        |        924
Star township                        | Antrim         |        926
Fenton city                          | Livingston     |         10
Pointe Aux Barques township          | Huron          |         10
Mount Pleasant city                  | Isabella       |      26016
Forester township                    | Sanilac        |       1011
Long Rapids township                 | Alpena         |       1010
Manlius township                     | Allegan        |       3017
Homer township                       | Calhoun        |       3015
Holland city                         | Allegan        |       7016
Tilden township                      | Marquette      |       1013
Valley township                      | Allegan        |       2018
White Lake charter township          | Oakland        |      30019
Chester township                     | Ottawa         |       2017
Lee township                         | Allegan        |       4015
Brant township                       | Saginaw        |       2012
Eaton Rapids township                | Eaton          |       4113
Berlin township                      | Ionia          |       2116
Harrison city                        | Clare          |       2114
Marshall township                    | Calhoun        |       3115
Warren township                      | Midland        |       2119
Cooper charter township              | Kalamazoo      |      10111
Bunker Hill township                 | Ingham         |       2119
Lincoln township                     | Isabella       |       2115
Montmorency township                 | Montmorency    |       1117
Sanborn township                     | Alpena         |       2116
Seney township                       | Schoolcraft    |        119
Millbrook township                   | Mecosta        |       1113
Volinia township                     | Cass           |       1112
Algonac city                         | St. Clair      |       4110
Hudsonville city                     | Ottawa         |       7116
Arcadia township                     | Lapeer         |       3113
Gladwin township                     | Gladwin        |       1116
Sparta township                      | Kent           |       9110
Eaton Rapids city                    | Eaton          |       5214
Matteson township                    | Branch         |       1218
Marengo township                     | Calhoun        |       2213
Scottville city                      | Mason          |       1214
Constantine township                 | St. Joseph     |       4217
Allen Park city                      | Wayne          |      28210
Silver Creek township                | Cass           |       3218
Lake township                        | Roscommon      |       1215
Chippewa township                    | Chippewa       |        213
Chippewa township                    | Mecosta        |       1212
Haight township                      | Ontonagon      |        212
Schoolcraft township                 | Kalamazoo      |       8214
Eagle Harbor township                | Keweenaw       |        217
Lee township                         | Calhoun        |       1213
Pierson township                     | Montcalm       |       3216
Rock River township                  | Alger          |       1212
Gibson township                      | Bay            |       1210
Brady township                       | Saginaw        |       2218
Grant township                       | Keweenaw       |        219
Weare township                       | Oceana         |       1210
Le Roy township                      | Osceola        |       1212
Reynolds township                    | Montcalm       |       5310
Mount Clemens city                   | Macomb         |      16314
Byron township                       | Kent           |      20317
Morton township                      | Mecosta        |       4311
Maple Grove township                 | Manistee       |       1316
Pipestone township                   | Berrien        |       2312
Brown City city                      | Sanilac        |       1316
Caldwell township                    | Missaukee      |       1317
Mullett township                     | Cheboygan      |       1312
Oak Park city                        | Oakland        |      29319
Cohoctah township                    | Livingston     |       3317
Logan township                       | Mason          |        312
Fremont township                     | Tuscola        |       3312
Lee township                         | Midland        |       4315
Omer city                            | Arenac         |        313
Heath township                       | Allegan        |       3317
Orangeville township                 | Barry          |       3311
Royal Oak charter township           | Oakland        |       2419
Edwards township                     | Ogemaw         |       1413
Aetna township                       | Missaukee      |        413
Watersmeet township                  | Gogebic        |       1417
Roscommon township                   | Roscommon      |       4411
Warner township                      | Antrim         |        416
Hamtramck city                       | Wayne          |      22417
Billings township                    | Gladwin        |       2416
Auburn Hills city                    | Oakland        |      21412
Grand Haven city                     | Ottawa         |      10412
Stanton city                         | Montcalm       |       1417
Stanton township                     | Houghton       |       1419
Brooks township                      | Newaygo        |       3510
Pentwater township                   | Oceana         |       1515
Pontiac city                         | Oakland        |      59515
Holton township                      | Muskegon       |       2515
Bridgeport charter township          | Saginaw        |      10514
Erie township                        | Monroe         |       4517
Ishpeming township                   | Marquette      |       3513
Chestonia township                   | Antrim         |        511
Sheridan charter township            | Newaygo        |       2510
Middlebury township                  | Shiawassee     |       1510
Charlevoix city                      | Charlevoix     |       2513
Hayes township                       | Otsego         |       2619
Potterville city                     | Eaton          |       2617
East Lansing city                    | Ingham         |      46610
Burr Oak township                    | St. Joseph     |       2611
Norwich township                     | Missaukee      |        611
Vernon township                      | Shiawassee     |       4614
Escanaba city                        | Delta          |      12616
Mecosta township                     | Mecosta        |       2615
Albion city                          | Calhoun        |       8616
Klacking township                    | Ogemaw         |        614
Churchill township                   | Ogemaw         |       1713
Barton township                      | Newaygo        |        717
Leroy township                       | Calhoun        |       3712
Marion township                      | Charlevoix     |       1714
Paradise township                    | Grand Traverse |       4713
Mendon township                      | St. Joseph     |       2719
Pinora township                      | Lake           |        717
Melvindale city                      | Wayne          |      10715
Daggett township                     | Menominee      |        714
Sheridan township                    | Huron          |        712
Rochester city                       | Oakland        |      12711
Rockford city                        | Kent           |       5719
Evangeline township                  | Charlevoix     |        712
St. Clair Shores city                | Macomb         |      59715
Powell township                      | Marquette      |        816
Antioch township                     | Wexford        |        815
Baraga township                      | Baraga         |       3815
Three Rivers city                    | St. Joseph     |       7811
Woodhull township                    | Shiawassee     |       3810
Mentor township                      | Cheboygan      |        818
Ellsworth township                   | Lake           |        817
Saline city                          | Washtenaw      |       8810
Raisinville township                 | Monroe         |       5816
Deerfield township                   | Mecosta        |       1816
Pleasanton township                  | Manistee       |        818
Chassell township                    | Houghton       |       1812
St. Clair township                   | St. Clair      |       6817
Hayes township                       | Charlevoix     |       1919
Essex township                       | Clinton        |       1910
Lamotte township                     | Sanilac        |        919
Kalamazoo charter township           | Kalamazoo      |      21918
Ithaca city                          | Gratiot        |       2910
Argentine township                   | Genesee        |       6913
Overisel township                    | Allegan        |       2911
Richland township                    | Ogemaw         |        914
Grant township                       | Huron          |        913
Meyer township                       | Menominee      |       1001
New Haven township                   | Gratiot        |       1004
South Branch township                | Crawford       |       2007
Litchfield township                  | Hillsdale      |       1003
Custer township                      | Sanilac        |       1006
Burtchville township                 | St. Clair      |       4008
Handy township                       | Livingston     |       8006
Pennfield charter township           | Calhoun        |       9001
Homer township                       | Midland        |       4009
Galesburg city                       | Kalamazoo      |       2009
Helena township                      | Antrim         |       1001
Whitney township                     | Arenac         |       1001
Johnstown township                   | Barry          |       3008
Hawes township                       | Alcona         |       1107
Watervliet township                  | Berrien        |       3102
Casco township                       | St. Clair      |       4105
Birmingham city                      | Oakland        |      20103
Carrollton township                  | Saginaw        |       6103
Fort Gratiot charter township        | St. Clair      |      11108
Bloomingdale township                | Van Buren      |       3103
Almer township                       | Tuscola        |       3101
Coldwater township                   | Branch         |       6102
Chikaming township                   | Berrien        |       3100
Fairhaven township                   | Huron          |       1107
Sagola township                      | Dickinson      |       1106
Sherman township                     | Newaygo        |       2109
Howard township                      | Cass           |       6207
Watertown township                   | Tuscola        |       2202
Mussey township                      | St. Clair      |       4206
Moore township                       | Sanilac        |       1203
Benton township                      | Cheboygan      |       3206
Elmwood township                     | Tuscola        |       1207
Belvidere township                   | Montcalm       |       2209
Columbus township                    | Luce           |        204
Milton township                      | Antrim         |       2204
Big Rapids charter township          | Mecosta        |       4208
Highland charter township            | Oakland        |      19202
Sherman township                     | St. Joseph     |       3205
Bear Creek township                  | Emmet          |       6201
Blair township                       | Grand Traverse |       8209
Bay de Noc township                  | Delta          |        305
Metz township                        | Presque Isle   |        302
Portsmouth charter township          | Bay            |       3306
Spring Lake township                 | Ottawa         |      14300
Pinconning city                      | Bay            |       1307
Lima township                        | Washtenaw      |       3307
Summerfield township                 | Monroe         |       3308
Dalton township                      | Muskegon       |       9300
Hillsdale city                       | Hillsdale      |       8305
Rolland township                     | Isabella       |       1305
Wellington township                  | Alpena         |        307
Eckford township                     | Calhoun        |       1303
Wakefield township                   | Gogebic        |        305
Wakeshma township                    | Kalamazoo      |       1301
Hudson city                          | Lenawee        |       2307
Buckeye township                     | Gladwin        |       1308
Hiawatha township                    | Schoolcraft    |       1302
Newfield township                    | Oceana         |       2401
South Haven city                     | Van Buren      |       4400
Bethany township                     | Gratiot        |       1407
Muskegon city                        | Muskegon       |      38401
Portland township                    | Ionia          |       3404
Mancelona township                   | Antrim         |       4400
Hamlin township                      | Mason          |       3408
Allegan township                     | Allegan        |       4406
Delta charter township               | Eaton          |      32408
Melrose township                     | Charlevoix     |       1403
Millen township                      | Alcona         |        404
Union township                       | Grand Traverse |        405
White Cloud city                     | Newaygo        |       1408
Riga township                        | Lenawee        |       1406
Greenbush township                   | Alcona         |       1409
Wheatland township                   | Mecosta        |       1403
Prairieville township                | Barry          |       3404
Mount Morris township                | Genesee        |      21501
Akron township                       | Tuscola        |       1503
Ecorse city                          | Wayne          |       9508
Trowbridge township                  | Allegan        |       2502
Woodstock township                   | Lenawee        |       3505
Lincoln township                     | Osceola        |       1500
Elmwood charter township             | Leelanau       |       4503
Summit township                      | Jackson        |      22508
Solon township                       | Leelanau       |       1509
Laketown township                    | Allegan        |       5505
Saginaw city                         | Saginaw        |      51508
Zeeland city                         | Ottawa         |       5504
Cedar Springs city                   | Kent           |       3509
Beaver township                      | Newaygo        |        509
Grand Blanc charter township         | Genesee        |      37508
Slagle township                      | Wexford        |        503
Standish city                        | Arenac         |       1509
DeWitt city                          | Clinton        |       4507
LaGrange township                    | Cass           |       3500
Pittsford township                   | Hillsdale      |       1603
Bushnell township                    | Montcalm       |       1604
Kasson township                      | Leelanau       |       1609
West Traverse township               | Emmet          |       1606
Fork township                        | Mecosta        |       1604
Marquette township                   | Mackinac       |        603
Norwich township                     | Newaygo        |        607
Park township                        | St. Joseph     |       2600
Surrey township                      | Clare          |       3606
Hopkins township                     | Allegan        |       2601
Banks township                       | Antrim         |       1609
Montague township                    | Muskegon       |       1600
Milan township                       | Monroe         |       1601
Clinton township                     | Lenawee        |       3604
Olivet city                          | Eaton          |       1605
Whiteford township                   | Monroe         |       4602
Big Rapids city                      | Mecosta        |      10601
Lebanon township                     | Clinton        |        605
Howell township                      | Livingston     |       6702
Bruce township                       | Macomb         |       8700
Houghton city                        | Houghton       |       7708
Waterford charter township           | Oakland        |      71707
Boston township                      | Ionia          |       5709
Forest township                      | Genesee        |       4702
Harbor Beach city                    | Huron          |       1703
York charter township                | Washtenaw      |       8708
Bingham township                     | Huron          |       1709
Henrietta township                   | Jackson        |       4705
Kentwood city                        | Kent           |      48707
Allendale charter township           | Ottawa         |      20708
Whitehall city                       | Muskegon       |       2706
Oshtemo charter township             | Kalamazoo      |      21705
Midland city                         | Midland        |      41706
Krakow township                      | Presque Isle   |        705
Waucedah township                    | Dickinson      |        804
Detour township                      | Chippewa       |        807
Casnovia township                    | Muskegon       |       2805
East Tawas city                      | Iosco          |       2808
Iosco township                       | Livingston     |       3801
Baroda township                      | Berrien        |       2801
Garfield township                    | Kalkaska       |        804
Parchment city                       | Kalamazoo      |       1804
